Satellite,Benchmark Latitude,Benchmark Longitude,Benchmark Altitude,Predicted Latitude,Predicted Longitude,Predicted Altitude,Error
Satellite 862,-2285.364,-41728.805,-7063.6055,-2405.3826,-41615.453,-7031.03,168.26826
Satellite 863,297.6723,-1315.8552,-6865.6577,194.9797,-1160.1168,-6837.3706,188.68063
Satellite 864,-1392.4781,-6826.494,139.49715,-1395.2532,-6716.408,162.01387,112.39937
Satellite 865,453.13422,2866.1816,6214.853,250.68721,2820.5325,6187.4937,209.32552
Satellite 866,5126.9033,-4891.613,-2640.6096,5067.433,-4851.8066,-2650.7212,72.27365
Satellite 867,-3075.3538,-1130.0663,6104.8174,-3152.106,-1020.8827,6120.0127,134.3237
Satellite 868,-5102.652,-292.51593,-4523.4795,-5083.2944,-199.595,-4615.9062,132.48288
Satellite 869,3586.6965,-2025.9445,5454.9727,3621.9302,-1988.1868,5433.0024,56.122574
Satellite 870,2967.5222,-5131.7593,3444.244,2949.5767,-5178.045,3462.8647,53.020184
Satellite 871,6307.672,4125.152,909.7453,6328.742,4179.743,848.1977,84.925125
Satellite 872,5362.308,59.87097,4257.224,5320.7334,86.9115,4286.9,57.795315
Satellite 873,-5168.408,-3257.6077,-3112.5183,-5086.06,-3279.871,-3034.1592,115.8319
Satellite 874,-1736.3373,-6454.6133,-1793.2521,-1865.0162,-6381.174,-1874.3154,168.88722
Satellite 875,5682.9497,380.44522,-3967.1746,5656.725,373.91104,-3957.465,28.717583
Satellite 876,-2849.8433,5534.7573,3525.4043,-2818.4417,5515.91,3525.8552,36.626225
Satellite 877,-1994.4819,-2559.0493,6157.515,-2015.7611,-2683.6492,6188.6143,130.17328
Satellite 878,1857.2722,5748.4873,3363.9622,1893.3904,5620.32,3453.3015,160.35257
Satellite 879,-5033.5,4734.865,-612.07166,-4930.8516,4746.751,-614.6084,103.36541
Satellite 880,-2476.9448,-6131.115,2022.7303,-2417.9133,-5930.442,2016.0181,209.28345
Satellite 881,2532.8865,-3965.9314,-5076.2837,2477.6626,-3905.507,-5018.4917,100.20324
Satellite 882,461.35712,-1363.5645,6856.081,211.39186,-1362.7948,6835.598,250.80426
Satellite 883,6166.8936,2045.0325,2019.7778,6141.6025,1989.1088,2090.968,93.995415
Satellite 884,1979.0328,-6496.5894,1447.2886,1917.558,-6548.436,1494.1262,93.0645
Satellite 885,-1509.5574,-3755.1973,-5392.8066,-1395.2532,-3743.9172,-5384.5273,115.15744
Satellite 886,3634.2122,5975.3994,-432.37305,3603.2488,5987.0435,-453.9289,39.483784
Satellite 887,-3719.2812,-6119.9434,1723.8383,-3798.4949,-6119.427,1700.194,82.66872
Satellite 888,4060.2668,5610.378,-15.55373,3996.7034,5515.278,-22.025728,114.56976
Satellite 889,2615.594,1398.1641,6276.8794,2836.686,1411.2883,6200.625,234.24063
Satellite 890,2014.4326,2459.7375,-6157.5117,1905.436,2472.6807,-6126.186,114.14499
Satellite 891,6318.4775,-3213.8035,2688.0208,6325.9766,-3205.309,2697.9807,15.086111
Satellite 892,2032.5189,-5496.221,3560.5457,1947.3584,-5629.9106,3514.253,165.13086
Satellite 893,3977.3433,1384.6979,-5437.479,4011.7263,1235.8684,-5408.7505,155.42758
Satellite 894,6271.854,-2899.5662,793.2389,6159.556,-2851.7507,900.48956,162.48024
Satellite 895,-1759.8076,5251.0303,-5750.1,-1919.3346,5284.5186,-5703.242,169.60538
Satellite 896,4531.1987,-3181.8018,-4181.238,4479.2993,-3202.534,-4178.386,55.95984
Satellite 897,-1760.41,-3740.3506,-5566.416,-1911.4155,-3739.7717,-5663.901,179.73952
Satellite 898,4121.7563,-1047.6576,5364.6147,4056.5166,-1076.4501,5376.733,72.33313
Satellite 899,-1037.2993,4947.012,-4730.962,-1207.5244,4917.387,-4763.309,175.78557
Satellite 900,329.50748,-42136.81,-12.560386,251.90814,-42022.777,-22.025728,138.25475
Satellite 901,-15660.108,1054.1201,23093.074,-15636.221,1033.4656,23082.94,33.16543
Satellite 902,-5762.193,-497.29614,-3454.698,-5699.6143,-530.32904,-3368.451,111.5608
Satellite 903,-1309.3744,430.019,6916.7036,-1183.1931,459.10822,6883.932,133.57346
Satellite 904,4321.7285,-2971.4626,-4367.124,4312.9907,-2998.0747,-4338.784,39.84592
Satellite 905,-1963.4159,4679.7236,4720.1523,-1919.3346,4746.751,4703.3667,81.96087
